Champions,ban_pos,TeamBan,Date
,ban_4,redBans,2016-07-04
,ban_4,redBans,2016-07-04
,ban_4,redBans,2016-07-05
,ban_4,redBans,2016-07-05
,ban_4,redBans,2016-07-06
,ban_4,redBans,2016-07-06
,ban_4,redBans,2016-07-06
,ban_4,redBans,2016-07-06
,ban_4,redBans,2016-07-07
,ban_4,redBans,2016-07-07
,ban_4,redBans,2016-07-08
,ban_4,redBans,2016-07-08
,ban_4,redBans,2016-07-08
,ban_4,redBans,2016-07-08
,ban_4,redBans,2016-07-08
,ban_4,redBans,2016-07-09
,ban_4,redBans,2016-07-09
,ban_4,redBans,2016-07-09
,ban_4,redBans,2016-07-09
,ban_4,redBans,2016-07-09
,ban_4,redBans,2016-07-09
,ban_4,redBans,2016-07-11
,ban_4,redBans,2016-07-11
,ban_4,redBans,2016-07-12
,ban_4,redBans,2016-07-12
,ban_4,redBans,2016-07-13
,ban_4,redBans,2016-07-13
,ban_4,redBans,2016-07-13
,ban_4,redBans,2016-07-13
,ban_4,redBans,2016-07-13
,ban_4,redBans,2016-07-14
,ban_4,redBans,2016-07-14
,ban_4,redBans,2016-07-15
,ban_4,redBans,2016-07-15
,ban_4,redBans,2016-07-15
,ban_4,redBans,2016-07-15
,ban_4,redBans,2016-07-15
,ban_4,redBans,2016-07-16
,ban_4,redBans,2016-07-16
,ban_4,redBans,2016-07-16
,ban_4,redBans,2016-07-16
,ban_4,redBans,2016-07-16
,ban_4,redBans,2016-07-18
,ban_4,redBans,2016-07-18
,ban_4,redBans,2016-07-19
,ban_4,redBans,2016-07-19
,ban_4,redBans,2016-07-20
,ban_4,redBans,2016-07-20
,ban_4,redBans,2016-07-20
,ban_4,redBans,2016-07-20
,ban_4,redBans,2016-07-20
,ban_4,redBans,2016-07-21
,ban_4,redBans,2016-07-21
,ban_4,redBans,2016-07-22
,ban_4,redBans,2016-07-22
,ban_4,redBans,2016-07-22
,ban_4,redBans,2016-07-22
,ban_4,redBans,2016-07-22
,ban_4,redBans,2016-07-23
,ban_4,redBans,2016-07-23
,ban_4,redBans,2016-07-23
,ban_4,redBans,2016-07-23
,ban_4,redBans,2016-07-23
,ban_4,redBans,2016-07-25
,ban_4,redBans,2016-07-25
,ban_4,redBans,2016-07-25
,ban_4,redBans,2016-07-26
,ban_4,redBans,2016-07-26
,ban_4,redBans,2016-07-26
,ban_4,redBans,2016-07-27
,ban_4,redBans,2016-07-27
,ban_4,redBans,2016-07-27
,ban_4,redBans,2016-07-27
,ban_4,redBans,2016-07-28
,ban_4,redBans,2016-07-28
,ban_4,redBans,2016-07-29
,ban_4,redBans,2016-07-29
,ban_4,redBans,2016-07-29
,ban_4,redBans,2016-07-29
,ban_4,redBans,2016-07-29
,ban_4,redBans,2016-07-29
,ban_4,redBans,2016-07-30
,ban_4,redBans,2016-07-30
,ban_4,redBans,2016-07-30
,ban_4,redBans,2016-07-30
,ban_4,redBans,2016-07-30
,ban_4,redBans,2016-08-01
,ban_4,redBans,2016-08-01
,ban_4,redBans,2016-08-01
,ban_4,redBans,2016-08-02
,ban_4,redBans,2016-08-02
,ban_4,redBans,2016-08-02
,ban_4,redBans,2016-08-03
,ban_4,redBans,2016-08-03
,ban_4,redBans,2016-08-03
,ban_4,redBans,2016-08-03
,ban_4,redBans,2016-08-03
,ban_4,redBans,2016-08-04
,ban_4,redBans,2016-08-04
,ban_4,redBans,2016-08-05
,ban_4,redBans,2016-08-05
,ban_4,redBans,2016-08-05
,ban_4,redBans,2016-08-05
,ban_4,redBans,2016-08-06
,ban_4,redBans,2016-08-06
,ban_4,redBans,2016-08-06
,ban_4,redBans,2016-08-06
,ban_4,redBans,2016-08-06
,ban_4,redBans,2016-04-13
,ban_4,redBans,2016-04-13
,ban_4,redBans,2016-04-15
,ban_4,redBans,2016-04-15
,ban_4,redBans,2016-04-16
,ban_4,redBans,2016-04-16
,ban_4,redBans,2016-04-16
,ban_4,redBans,2016-04-23
,ban_4,redBans,2016-04-23
,ban_4,redBans,2016-04-23
,ban_4,redBans,2016-04-23
,ban_4,redBans,2016-08-08
,ban_4,redBans,2016-08-08
,ban_4,redBans,2016-08-10
,ban_4,redBans,2016-08-10
,ban_4,redBans,2016-08-10
,ban_4,redBans,2016-08-12
,ban_4,redBans,2016-08-12
,ban_4,redBans,2016-08-12
,ban_4,redBans,2016-08-12
,ban_4,redBans,2016-08-12
,ban_4,redBans,2016-08-20
,ban_4,redBans,2016-08-20
,ban_4,redBans,2016-08-20
,ban_4,redBans,2016-08-20
,ban_4,redBans,2016-08-20
,ban_4,redBans,2016-08-29
,ban_4,redBans,2016-08-29
,ban_4,redBans,2016-08-29
,ban_4,redBans,2016-08-29
,ban_4,redBans,2016-08-29
,ban_4,redBans,2016-09-01
,ban_4,redBans,2016-09-01
,ban_4,redBans,2016-09-01
,ban_4,redBans,2016-09-01
,ban_4,redBans,2016-09-03
,ban_4,redBans,2016-09-03
,ban_4,redBans,2016-09-03
,ban_4,redBans,2016-09-03
,ban_4,redBans,2016-09-03
RekSai,ban_4,redBans,2017-01-17
Rumble,ban_4,redBans,2017-01-17
Syndra,ban_4,redBans,2017-01-17
Khazix,ban_4,redBans,2017-01-17
RekSai,ban_4,redBans,2017-01-17
Malzahar,ban_4,redBans,2017-01-18
Maokai,ban_4,redBans,2017-01-18
Poppy,ban_4,redBans,2017-01-18
Ashe,ban_4,redBans,2017-01-18
MissFortune,ban_4,redBans,2017-01-18
Rumble,ban_4,redBans,2017-01-19
Khazix,ban_4,redBans,2017-01-19
Cassiopeia,ban_4,redBans,2017-01-19
Khazix,ban_4,redBans,2017-01-19
Singed,ban_4,redBans,2017-01-19
Khazix,ban_4,redBans,2017-01-19
Ashe,ban_4,redBans,2017-01-21
Ziggs,ban_4,redBans,2017-01-21
Syndra,ban_4,redBans,2017-01-21
Maokai,ban_4,redBans,2017-01-21
Ekko,ban_4,redBans,2017-01-21
Jhin,ban_4,redBans,2017-01-22
Kennen,ban_4,redBans,2017-01-22
Corki,ban_4,redBans,2017-01-22
LeeSin,ban_4,redBans,2017-01-22
Syndra,ban_4,redBans,2017-01-22
Gangplank,ban_4,redBans,2017-01-24
Poppy,ban_4,redBans,2017-01-24
Maokai,ban_4,redBans,2017-01-24
Varus,ban_4,redBans,2017-01-24
Taliyah,ban_4,redBans,2017-01-25
Poppy,ban_4,redBans,2017-01-25
TahmKench,ban_4,redBans,2017-01-25
MissFortune,ban_4,redBans,2017-01-25
Jhin,ban_4,redBans,2017-02-02
Poppy,ban_4,redBans,2017-02-02
Syndra,ban_4,redBans,2017-02-02
Maokai,ban_4,redBans,2017-02-02
Syndra,ban_4,redBans,2017-02-02
Syndra,ban_4,redBans,2017-02-04
Cassiopeia,ban_4,redBans,2017-02-04
Ryze,ban_4,redBans,2017-02-04
Syndra,ban_4,redBans,2017-02-04
Cassiopeia,ban_4,redBans,2017-02-05
Ryze,ban_4,redBans,2017-02-05
Orianna,ban_4,redBans,2017-02-05
Katarina,ban_4,redBans,2017-02-05
Thresh,ban_4,redBans,2017-02-05
TahmKench,ban_4,redBans,2017-02-07
Shen,ban_4,redBans,2017-02-07
Cassiopeia,ban_4,redBans,2017-02-07
Ryze,ban_4,redBans,2017-02-07
Cassiopeia,ban_4,redBans,2017-02-07
Cassiopeia,ban_4,redBans,2017-02-08
AurelionSol,ban_4,redBans,2017-02-08
Ryze,ban_4,redBans,2017-02-08
Karma,ban_4,redBans,2017-02-08
Shen,ban_4,redBans,2017-02-09
Taliyah,ban_4,redBans,2017-02-09
MissFortune,ban_4,redBans,2017-02-09
Khazix,ban_4,redBans,2017-02-09
Zyra,ban_4,redBans,2017-02-09
Jayce,ban_4,redBans,2017-02-11
Jhin,ban_4,redBans,2017-02-11
Thresh,ban_4,redBans,2017-02-11
AurelionSol,ban_4,redBans,2017-02-11
Ekko,ban_4,redBans,2017-02-11
Nami,ban_4,redBans,2017-02-12
Poppy,ban_4,redBans,2017-02-12
Ryze,ban_4,redBans,2017-02-12
Graves,ban_4,redBans,2017-02-12
Thresh,ban_4,redBans,2017-02-14
Shen,ban_4,redBans,2017-02-14
AurelionSol,ban_4,redBans,2017-02-14
Cassiopeia,ban_4,redBans,2017-02-14
AurelionSol,ban_4,redBans,2017-02-14
Ryze,ban_4,redBans,2017-02-15
Kennen,ban_4,redBans,2017-02-15
Ryze,ban_4,redBans,2017-02-15
Syndra,ban_4,redBans,2017-02-15
Thresh,ban_4,redBans,2017-02-15
Rumble,ban_4,redBans,2017-02-16
Zyra,ban_4,redBans,2017-02-16
MissFortune,ban_4,redBans,2017-02-16
Shen,ban_4,redBans,2017-02-16
Ekko,ban_4,redBans,2017-02-18
Cassiopeia,ban_4,redBans,2017-02-18
Shen,ban_4,redBans,2017-02-18
Ekko,ban_4,redBans,2017-02-18
Caitlyn,ban_4,redBans,2017-02-19
Thresh,ban_4,redBans,2017-02-19
Ekko,ban_4,redBans,2017-02-19
Thresh,ban_4,redBans,2017-02-19
Sion,ban_4,redBans,2017-02-28
Shen,ban_4,redBans,2017-02-28
Lulu,ban_4,redBans,2017-02-28
Syndra,ban_4,redBans,2017-02-28
Ekko,ban_4,redBans,2017-02-28
Singed,ban_4,redBans,2017-03-01
Zed,ban_4,redBans,2017-03-01
Ryze,ban_4,redBans,2017-03-01
Rumble,ban_4,redBans,2017-03-01
Rumble,ban_4,redBans,2017-03-01
Nami,ban_4,redBans,2017-03-02
Ryze,ban_4,redBans,2017-03-02
Kennen,ban_4,redBans,2017-03-02
Lulu,ban_4,redBans,2017-03-02
Sion,ban_4,redBans,2017-03-02
Jayce,ban_4,redBans,2017-03-04
Ashe,ban_4,redBans,2017-03-04
Syndra,ban_4,redBans,2017-03-04
Maokai,ban_4,redBans,2017-03-04
Ekko,ban_4,redBans,2017-03-04
Shen,ban_4,redBans,2017-03-05
Elise,ban_4,redBans,2017-03-05
TahmKench,ban_4,redBans,2017-03-05
Zyra,ban_4,redBans,2017-03-05
TahmKench,ban_4,redBans,2017-03-05
Zyra,ban_4,redBans,2017-03-05
Ryze,ban_4,redBans,2017-03-07
Kled,ban_4,redBans,2017-03-07
Cassiopeia,ban_4,redBans,2017-03-07
Malzahar,ban_4,redBans,2017-03-07
TahmKench,ban_4,redBans,2017-03-08
Nautilus,ban_4,redBans,2017-03-08
Shen,ban_4,redBans,2017-03-08
Ashe,ban_4,redBans,2017-03-08
Maokai,ban_4,redBans,2017-03-08
Thresh,ban_4,redBans,2017-03-08
Elise,ban_4,redBans,2017-03-09
Shen,ban_4,redBans,2017-03-09
Syndra,ban_4,redBans,2017-03-09
AurelionSol,ban_4,redBans,2017-03-09
Karma,ban_4,redBans,2017-03-11
Zyra,ban_4,redBans,2017-03-11
Zilean,ban_4,redBans,2017-03-11
TahmKench,ban_4,redBans,2017-03-11
Karma,ban_4,redBans,2017-03-12
Shen,ban_4,redBans,2017-03-12
Shen,ban_4,redBans,2017-03-12
Elise,ban_4,redBans,2017-03-12
Zyra,ban_4,redBans,2017-03-14
Gangplank,ban_4,redBans,2017-03-14
Karma,ban_4,redBans,2017-03-14
Taliyah,ban_4,redBans,2017-03-14
Ashe,ban_4,redBans,2017-03-14
Karma,ban_4,redBans,2017-03-14
Zyra,ban_4,redBans,2017-03-15
Lulu,ban_4,redBans,2017-03-15
Karma,ban_4,redBans,2017-03-15
Rumble,ban_4,redBans,2017-03-15
Thresh,ban_4,redBans,2017-03-15
Taliyah,ban_4,redBans,2017-03-16
Lulu,ban_4,redBans,2017-03-16
Talon,ban_4,redBans,2017-03-16
Karma,ban_4,redBans,2017-03-16
Malzahar,ban_4,redBans,2017-03-16
Taliyah,ban_4,redBans,2017-03-16
Syndra,ban_4,redBans,2017-03-18
Shen,ban_4,redBans,2017-03-18
Jayce,ban_4,redBans,2017-03-18
Rengar,ban_4,redBans,2017-03-18
Zed,ban_4,redBans,2017-03-18
Vladimir,ban_4,redBans,2017-03-19
Shen,ban_4,redBans,2017-03-19
Ahri,ban_4,redBans,2017-03-19
Nautilus,ban_4,redBans,2017-03-19
Orianna,ban_4,redBans,2017-03-21
Shen,ban_4,redBans,2017-03-21
Talon,ban_4,redBans,2017-03-21
Lulu,ban_4,redBans,2017-03-21
Zyra,ban_4,redBans,2017-03-21
Karma,ban_4,redBans,2017-03-22
Thresh,ban_4,redBans,2017-03-22
Talon,ban_4,redBans,2017-03-22
Talon,ban_4,redBans,2017-03-22
Fizz,ban_4,redBans,2017-03-22
Syndra,ban_4,redBans,2017-03-22
Vladimir,ban_4,redBans,2017-03-23
Syndra,ban_4,redBans,2017-03-23
Vladimir,ban_4,redBans,2017-03-23
MissFortune,ban_4,redBans,2017-03-23
Talon,ban_4,redBans,2017-03-23
Ashe,ban_4,redBans,2017-03-23
Jhin,ban_4,redBans,2017-03-25
Nami,ban_4,redBans,2017-03-25
Rumble,ban_4,redBans,2017-03-25
Kennen,ban_4,redBans,2017-03-25
Kennen,ban_4,redBans,2017-03-25
Rengar,ban_4,redBans,2017-03-26
Zyra,ban_4,redBans,2017-03-26
Thresh,ban_4,redBans,2017-03-26
Ryze,ban_4,redBans,2017-03-26
Ezreal,ban_4,redBans,2017-03-26
LeeSin,ban_4,redBans,2017-03-28
TahmKench,ban_4,redBans,2017-03-28
Orianna,ban_4,redBans,2017-03-28
Zyra,ban_4,redBans,2017-03-28
LeeSin,ban_4,redBans,2017-03-28
Kennen,ban_4,redBans,2017-03-29
Gangplank,ban_4,redBans,2017-03-29
Lulu,ban_4,redBans,2017-03-29
Ahri,ban_4,redBans,2017-03-29
Ezreal,ban_4,redBans,2017-03-29
Lulu,ban_4,redBans,2017-03-30
Cassiopeia,ban_4,redBans,2017-03-30
Lulu,ban_4,redBans,2017-03-30
Malzahar,ban_4,redBans,2017-03-30
Talon,ban_4,redBans,2017-03-30
Kennen,ban_4,redBans,2017-03-30
Ekko,ban_4,redBans,2017-04-01
Karma,ban_4,redBans,2017-04-01
Renekton,ban_4,redBans,2017-04-01
Karma,ban_4,redBans,2017-04-01
Fizz,ban_4,redBans,2017-04-02
Lulu,ban_4,redBans,2017-04-02
Karma,ban_4,redBans,2017-04-02
Caitlyn,ban_4,redBans,2017-04-02
Vladimir,ban_4,redBans,2017-04-02
Taliyah,ban_4,redBans,2017-04-02
Talon,ban_4,redBans,2017-04-07
Talon,ban_4,redBans,2017-04-07
Orianna,ban_4,redBans,2017-04-11
Corki,ban_4,redBans,2017-04-11
Lulu,ban_4,redBans,2017-04-11
Renekton,ban_4,redBans,2017-04-15
Leblanc,ban_4,redBans,2017-04-15
Syndra,ban_4,redBans,2017-04-15
Gangplank,ban_4,redBans,2017-04-22
Jayce,ban_4,redBans,2017-04-22
Elise,ban_4,redBans,2017-04-22
Kennen,ban_4,redBans,2017-05-30
Jayce,ban_4,redBans,2017-05-30
Zyra,ban_4,redBans,2017-05-30
Jayce,ban_4,redBans,2017-05-30
Leblanc,ban_4,redBans,2017-05-30
Gangplank,ban_4,redBans,2017-05-31
Taliyah,ban_4,redBans,2017-05-31
Leblanc,ban_4,redBans,2017-05-31
Syndra,ban_4,redBans,2017-05-31
Fizz,ban_4,redBans,2017-05-31
Kled,ban_4,redBans,2017-06-01
Leblanc,ban_4,redBans,2017-06-01
Leblanc,ban_4,redBans,2017-06-01
Rengar,ban_4,redBans,2017-06-01
Blitzcrank,ban_4,redBans,2017-06-01
Renekton,ban_4,redBans,2017-06-03
Jayce,ban_4,redBans,2017-06-03
Taliyah,ban_4,redBans,2017-06-03
,ban_4,redBans,2017-06-03
TahmKench,ban_4,redBans,2017-06-03
JarvanIV,ban_4,redBans,2017-06-03
Gragas,ban_4,redBans,2017-06-04
Cassiopeia,ban_4,redBans,2017-06-04
Rengar,ban_4,redBans,2017-06-04
Kennen,ban_4,redBans,2017-06-06
Taliyah,ban_4,redBans,2017-06-06
Caitlyn,ban_4,redBans,2017-06-06
Varus,ban_4,redBans,2017-06-06
Kennen,ban_4,redBans,2017-06-06
Shen,ban_4,redBans,2017-06-06
Jayce,ban_4,redBans,2017-06-07
Blitzcrank,ban_4,redBans,2017-06-07
Kennen,ban_4,redBans,2017-06-07
Jayce,ban_4,redBans,2017-06-07
Lucian,ban_4,redBans,2017-06-07
Brand,ban_4,redBans,2017-06-08
Kled,ban_4,redBans,2017-06-08
Caitlyn,ban_4,redBans,2017-06-08
Kalista,ban_4,redBans,2017-06-08
TahmKench,ban_4,redBans,2017-06-08
Kennen,ban_4,redBans,2017-06-10
Taliyah,ban_4,redBans,2017-06-10
Syndra,ban_4,redBans,2017-06-10
Nidalee,ban_4,redBans,2017-06-10
Varus,ban_4,redBans,2017-06-10
Braum,ban_4,redBans,2017-06-11
Gragas,ban_4,redBans,2017-06-11
Lulu,ban_4,redBans,2017-06-11
JarvanIV,ban_4,redBans,2017-06-11
Zyra,ban_4,redBans,2017-06-13
Leblanc,ban_4,redBans,2017-06-13
Braum,ban_4,redBans,2017-06-13
Kennen,ban_4,redBans,2017-06-13
Braum,ban_4,redBans,2017-06-14
Orianna,ban_4,redBans,2017-06-14
Nidalee,ban_4,redBans,2017-06-14
Fiora,ban_4,redBans,2017-06-14
Kennen,ban_4,redBans,2017-06-15
Kalista,ban_4,redBans,2017-06-15
Kennen,ban_4,redBans,2017-06-15
Kennen,ban_4,redBans,2017-06-15
Kennen,ban_4,redBans,2017-06-15
Khazix,ban_4,redBans,2017-06-15
Kennen,ban_4,redBans,2017-06-17
Fiora,ban_4,redBans,2017-06-17
Ashe,ban_4,redBans,2017-06-17
Xayah,ban_4,redBans,2017-06-17
Fiora,ban_4,redBans,2017-06-18
Thresh,ban_4,redBans,2017-06-18
Fiora,ban_4,redBans,2017-06-18
Zyra,ban_4,redBans,2017-06-18
Shen,ban_4,redBans,2017-06-18
Thresh,ban_4,redBans,2017-06-20
Varus,ban_4,redBans,2017-06-20
Fiora,ban_4,redBans,2017-06-20
Lucian,ban_4,redBans,2017-06-20
Shen,ban_4,redBans,2017-06-21
Ashe,ban_4,redBans,2017-06-21
Zyra,ban_4,redBans,2017-06-21
Orianna,ban_4,redBans,2017-06-21
Lulu,ban_4,redBans,2017-06-22
Taliyah,ban_4,redBans,2017-06-22
Varus,ban_4,redBans,2017-06-22
LeeSin,ban_4,redBans,2017-06-22
LeeSin,ban_4,redBans,2017-06-24
Karma,ban_4,redBans,2017-06-24
Fiora,ban_4,redBans,2017-06-24
Khazix,ban_4,redBans,2017-06-24
Kennen,ban_4,redBans,2017-06-25
Xayah,ban_4,redBans,2017-06-25
KogMaw,ban_4,redBans,2017-06-25
Fiora,ban_4,redBans,2017-06-25
Cassiopeia,ban_4,redBans,2017-06-25
Mordekaiser,ban_4,redBans,2017-06-25
Thresh,ban_4,redBans,2017-06-27
Bard,ban_4,redBans,2017-06-27
Orianna,ban_4,redBans,2017-06-27
KogMaw,ban_4,redBans,2017-06-27
Taliyah,ban_4,redBans,2017-06-27
TahmKench,ban_4,redBans,2017-06-27
Taliyah,ban_4,redBans,2017-06-28
Jayce,ban_4,redBans,2017-06-28
Bard,ban_4,redBans,2017-06-28
Zyra,ban_4,redBans,2017-06-28
Taliyah,ban_4,redBans,2017-06-28
Thresh,ban_4,redBans,2017-06-29
Rumble,ban_4,redBans,2017-06-29
Syndra,ban_4,redBans,2017-06-29
Bard,ban_4,redBans,2017-06-29
Corki,ban_4,redBans,2017-06-29
Rakan,ban_4,redBans,2017-07-01
Rakan,ban_4,redBans,2017-07-01
Rakan,ban_4,redBans,2017-07-01
Xayah,ban_4,redBans,2017-07-01
Elise,ban_4,redBans,2017-07-01
Cassiopeia,ban_4,redBans,2017-07-02
LeeSin,ban_4,redBans,2017-07-02
Twitch,ban_4,redBans,2017-07-02
Braum,ban_4,redBans,2017-07-02
,ban_4,redBans,2017-07-11
,ban_4,redBans,2017-07-11
,ban_4,redBans,2017-07-11
,ban_4,redBans,2017-07-11
,ban_4,redBans,2017-07-11
KogMaw,ban_4,redBans,2017-07-12
Rumble,ban_4,redBans,2017-07-12
Thresh,ban_4,redBans,2017-07-12
Braum,ban_4,redBans,2017-07-12
Karma,ban_4,redBans,2017-07-12
LeeSin,ban_4,redBans,2017-07-12
Cassiopeia,ban_4,redBans,2017-07-13
Thresh,ban_4,redBans,2017-07-13
Leblanc,ban_4,redBans,2017-07-13
Zyra,ban_4,redBans,2017-07-13
KogMaw,ban_4,redBans,2017-07-15
Corki,ban_4,redBans,2017-07-15
Karma,ban_4,redBans,2017-07-15
KogMaw,ban_4,redBans,2017-07-15
Camille,ban_4,redBans,2017-07-16
Twitch,ban_4,redBans,2017-07-16
Renekton,ban_4,redBans,2017-07-16
LeeSin,ban_4,redBans,2017-07-16
Leblanc,ban_4,redBans,2017-07-16
Camille,ban_4,redBans,2017-07-18
Gragas,ban_4,redBans,2017-07-18
Twitch,ban_4,redBans,2017-07-18
Rumble,ban_4,redBans,2017-07-18
,ban_4,redBans,2017-07-18
JarvanIV,ban_4,redBans,2017-07-19
Twitch,ban_4,redBans,2017-07-19
Twitch,ban_4,redBans,2017-07-19
AurelionSol,ban_4,redBans,2017-07-19
Camille,ban_4,redBans,2017-07-20
Braum,ban_4,redBans,2017-07-20
Jax,ban_4,redBans,2017-07-20
Galio,ban_4,redBans,2017-07-20
Taliyah,ban_4,redBans,2017-07-22
Camille,ban_4,redBans,2017-07-22
Kled,ban_4,redBans,2017-07-22
Lucian,ban_4,redBans,2017-07-22
Taliyah,ban_4,redBans,2017-07-22
Jayce,ban_4,redBans,2017-07-23
Lucian,ban_4,redBans,2017-07-23
Taliyah,ban_4,redBans,2017-07-23
Jayce,ban_4,redBans,2017-07-23
KogMaw,ban_4,redBans,2017-07-23
Kennen,ban_4,redBans,2017-07-25
Rumble,ban_4,redBans,2017-07-25
Karma,ban_4,redBans,2017-07-25
Lucian,ban_4,redBans,2017-07-25
Taliyah,ban_4,redBans,2017-07-25
Lucian,ban_4,redBans,2017-07-26
Trundle,ban_4,redBans,2017-07-26
Cassiopeia,ban_4,redBans,2017-07-26
Rakan,ban_4,redBans,2017-07-26
Leblanc,ban_4,redBans,2017-07-26
Cassiopeia,ban_4,redBans,2017-07-27
Renekton,ban_4,redBans,2017-07-27
Braum,ban_4,redBans,2017-07-27
Lucian,ban_4,redBans,2017-07-27
Blitzcrank,ban_4,redBans,2017-07-27
Ashe,ban_4,redBans,2017-07-28
Jhin,ban_4,redBans,2017-07-28
Zyra,ban_4,redBans,2017-07-28
Alistar,ban_4,redBans,2017-07-28
Cassiopeia,ban_4,redBans,2017-07-28
Thresh,ban_4,redBans,2017-07-30
Taric,ban_4,redBans,2017-07-30
Leblanc,ban_4,redBans,2017-07-30
Cassiopeia,ban_4,redBans,2017-07-30
Tristana,ban_4,redBans,2017-07-30
Zyra,ban_4,redBans,2017-08-01
Jax,ban_4,redBans,2017-08-01
Camille,ban_4,redBans,2017-08-01
Rumble,ban_4,redBans,2017-08-01
Rakan,ban_4,redBans,2017-08-01
Jax,ban_4,redBans,2017-08-02
Leblanc,ban_4,redBans,2017-08-02
Syndra,ban_4,redBans,2017-08-02
Galio,ban_4,redBans,2017-08-02
Rakan,ban_4,redBans,2017-08-02
Rakan,ban_4,redBans,2017-08-03
Thresh,ban_4,redBans,2017-08-03
Orianna,ban_4,redBans,2017-08-03
JarvanIV,ban_4,redBans,2017-08-03
Cassiopeia,ban_4,redBans,2017-08-03
Blitzcrank,ban_4,redBans,2017-08-03
Syndra,ban_4,redBans,2017-08-05
Lucian,ban_4,redBans,2017-08-05
Orianna,ban_4,redBans,2017-08-05
Jayce,ban_4,redBans,2017-08-05
Lucian,ban_4,redBans,2017-08-06
Taliyah,ban_4,redBans,2017-08-06
Cassiopeia,ban_4,redBans,2017-08-06
Renekton,ban_4,redBans,2017-08-06
Maokai,ban_4,redBans,2017-08-06
Alistar,ban_4,redBans,2017-08-12
Orianna,ban_4,redBans,2017-08-12
Rumble,ban_4,redBans,2017-08-15
Gnar,ban_4,redBans,2017-08-15
Camille,ban_4,redBans,2017-08-15
Trundle,ban_4,redBans,2017-08-19
Alistar,ban_4,redBans,2017-08-19
Caitlyn,ban_4,redBans,2017-08-19
Leblanc,ban_4,redBans,2017-08-19
Lucian,ban_4,redBans,2017-08-19
,ban_4,redBans,2017-08-26
Leblanc,ban_4,redBans,2017-08-26
Jax,ban_4,redBans,2017-08-26
Jax,ban_4,redBans,2017-08-26
Twitch,ban_4,redBans,2017-08-28
Trundle,ban_4,redBans,2017-08-28
Trundle,ban_4,redBans,2017-08-28
Sejuani,ban_4,redBans,2017-08-28
Rakan,ban_4,redBans,2017-08-28
Maokai,ban_4,redBans,2017-08-30
Chogath,ban_4,redBans,2017-08-30
Taliyah,ban_4,redBans,2017-08-30
Gragas,ban_4,redBans,2017-08-30
Janna,ban_4,redBans,2017-08-30
Taric,ban_4,redBans,2017-09-02
Blitzcrank,ban_4,redBans,2017-09-02
Rumble,ban_4,redBans,2017-09-02
,ban_4,redBans,2015-01-08
,ban_4,redBans,2015-01-08
,ban_4,redBans,2015-01-08
,ban_4,redBans,2015-01-09
,ban_4,redBans,2015-01-09
,ban_4,redBans,2015-01-09
,ban_4,redBans,2015-02-07
,ban_4,redBans,2015-02-08
,ban_4,redBans,2015-02-08
,ban_4,redBans,2015-02-11
,ban_4,redBans,2015-02-11
,ban_4,redBans,2015-02-12
,ban_4,redBans,2015-02-13
,ban_4,redBans,2015-02-13
,ban_4,redBans,2015-02-13
,ban_4,redBans,2015-02-14
,ban_4,redBans,2015-02-14
,ban_4,redBans,2015-02-15
,ban_4,redBans,2015-02-15
,ban_4,redBans,2015-02-25
,ban_4,redBans,2015-02-25
,ban_4,redBans,2015-02-25
,ban_4,redBans,2015-02-26
,ban_4,redBans,2015-02-26
,ban_4,redBans,2015-02-27
,ban_4,redBans,2015-02-27
,ban_4,redBans,2015-02-28
,ban_4,redBans,2015-02-28
,ban_4,redBans,2015-03-01
,ban_4,redBans,2015-03-01
,ban_4,redBans,2015-03-04
,ban_4,redBans,2015-03-04
,ban_4,redBans,2015-03-04
,ban_4,redBans,2015-03-05
,ban_4,redBans,2015-03-05
,ban_4,redBans,2015-03-05
,ban_4,redBans,2015-03-06
,ban_4,redBans,2015-03-06
,ban_4,redBans,2015-03-06
,ban_4,redBans,2015-03-07
,ban_4,redBans,2015-03-08
,ban_4,redBans,2015-03-08
,ban_4,redBans,2015-03-19
,ban_4,redBans,2015-03-19
,ban_4,redBans,2015-03-20
,ban_4,redBans,2015-03-20
,ban_4,redBans,2015-03-20
,ban_4,redBans,2015-03-21
,ban_4,redBans,2015-03-21
,ban_4,redBans,2015-03-22
,ban_4,redBans,2015-03-22
,ban_4,redBans,2015-05-20
,ban_4,redBans,2015-05-20
,ban_4,redBans,2015-05-20
,ban_4,redBans,2015-05-20
,ban_4,redBans,2015-05-21
,ban_4,redBans,2015-05-21
,ban_4,redBans,2015-05-21
,ban_4,redBans,2015-05-21
,ban_4,redBans,2015-05-22
,ban_4,redBans,2015-05-22
,ban_4,redBans,2015-05-22
,ban_4,redBans,2015-05-22
,ban_4,redBans,2015-05-27
,ban_4,redBans,2015-05-27
,ban_4,redBans,2015-05-27
,ban_4,redBans,2015-05-27
,ban_4,redBans,2015-05-28
,ban_4,redBans,2015-05-28
,ban_4,redBans,2015-05-28
,ban_4,redBans,2015-05-28
,ban_4,redBans,2015-05-29
,ban_4,redBans,2015-05-29
,ban_4,redBans,2015-05-29
,ban_4,redBans,2015-05-29
,ban_4,redBans,2015-06-03
,ban_4,redBans,2015-06-03
,ban_4,redBans,2015-06-03
,ban_4,redBans,2015-06-03
,ban_4,redBans,2015-06-04
,ban_4,redBans,2015-06-04
,ban_4,redBans,2015-06-04
,ban_4,redBans,2015-06-04
,ban_4,redBans,2015-06-05
,ban_4,redBans,2015-06-05
